flats;metro_distances;districts;prices;prices_per_meter;meters;materials
3380;12;Выборгский;7239000;163409;44,29988556;Панельный
3381;5;Невский;9899000;164983;60,00012122;Панельный
3382;21;Красногвардейский;9300000;155000;60;Панельный
3383;9;Кировский;7179000;156065;46,00006408;Панельный
3384;9;Красносельский;7315000;114297;63,99993001;Панельный
3385;18;Петродворцовый;5270000;119231;44,19991445;Панельный
3386;18;Приморский;11949000;199150;60;Панельный
3387;120;Ленинградская область;6250000;107759;57,99979584;Панельный
3388;15;Калининский;6749000;140898;47,89989922;Панельный
3389;9;Красногвардейский;6800000;148796;45,70015323;Панельный
3390;5;Кировский;5799000;137092;42,30006127;Панельный
3391;12;Московский;7149000;142980;50;Панельный
3392;12;Калининский;7419000;176643;41,99996603;Панельный
3393;11;Фрунзенский;6849000;152200;45;Панельный
3394;21;Красногвардейский;8049000;154788;52,00015505;Панельный
3395;15;Фрунзенский;8129000;160970;50,50009319;Панельный
3396;90;Ленинградская область;6750000;112500;60;Панельный
3397;19;Фрунзенский;7500000;168539;44,50008603;Панельный
3398;10;Невский;10549000;194273;54,29987698;Панельный
3399;120;Петродворцовый;5149000;121439;42,39988801;Панельный
3400;19;Московский;6050000;134444;45,00014876;Панельный
3401;15;Выборгский;9029000;155137;58,20017146;Панельный
3402;18;Калининский;5904000;129190;45,70013159;Панельный
3403;18;Приморский;10048000;145412;69,10021181;Панельный
3404;33;Ленинградская область;7315000;122120;59,90009826;Панельный
3405;12;Калининский;7499000;163022;45,99992639;Панельный
3406;24;Выборгский;7999000;175033;45,69995372;Панельный
3407;12;Калининский;7600000;164859;46,10000061;Панельный
3408;27;Приморский;10800000;168750;64;Панельный
3409;15;Московский;12289000;219446;56,00010937;Панельный
3410;15;Кировский;6239000;142769;43,69996288;Панельный
3411;12;Кировский;6450000;151729;42,51000138;Панельный
3412;15;Московский;6899000;153311;45,00003261;Панельный
3413;11;Фрунзенский;7049000;167833;42,00008342;Панельный
3414;36;Красногвардейский;7349000;146980;50;Панельный
3415;11;Выборгский;8700000;160517;54,19986668;Панельный
3416;21;Красногвардейский;9549000;161847;59,00016682;Панельный
3417;21;Невский;6649000;149416;44,49991969;Панельный
3418;12;Ленинградская область;7950000;140708;56,49998579;Панельный
3419;9;Приморский;8990000;162862;55,20010807;Панельный
3420;294;Ленинградская область;4350000;97753;44,49991305;Панельный
3421;15;Приморский;8600000;169960;50,60014121;Панельный
3422;21;Приморский;8000000;173160;46,2000462;Панельный
3423;12;Фрунзенский;8249000;163671;50,39988758;Панельный
3424;17;Фрунзенский;7699000;171089;44,99997078;Панельный
3425;120;Петродворцовый;5099000;113311;45,00004413;Панельный
3426;75;Калининский;7419000;163414;45,40002693;Панельный
3427;21;Приморский;11049000;176784;62,5;Панельный
3428;33;Приморский;6899000;143729;48,00005566;Панельный
3429;12;Кировский;10999000;172669;63,69991139;Панельный
3430;30;Ленинградская область;7239000;106456;67,99992485;Панельный
3431;201;Ленинградская область;4500000;85878;52,39991616;Панельный
3432;27;Ленинградская область;7648000;134885;56,70015198;Панельный
3433;13;Фрунзенский;7449000;165533;45,00009062;Панельный
3434;18;Приморский;9039000;163750;55,2;Панельный
3435;30;Красногвардейский;6349000;138928;45,6999309;Панельный
3436;10;Приморский;7800000;170306;45,7999131;Панельный
3437;15;Московский;6809000;150642;45,19987786;Панельный
3438;30;Приморский;9149000;159113;57,50001571;Панельный
3439;18;Ленинградская область;7049000;123667;56,99984636;Панельный
3440;18;Ленинградская область;8199000;142840;57,39988799;Панельный
3441;45;Приморский;10000000;175439;56,9998689;Панельный
3442;7;Кировский;7500000;174419;42,99990253;Панельный
3443;30;Московский;7549000;163753;46,09991878;Панельный
3444;9;Калининский;6500000;143488;45,2999554;Панельный
3445;39;Ленинградская область;5149000;102570;50,19986351;Панельный
3446;13;Ленинградская область;6349000;134798;47,10010534;Панельный
3447;18;Московский;7099000;167825;42,3000149;Панельный
3448;60;Красносельский;7299000;156968;46,49992355;Панельный
3449;20;Кировский;7219000;156935;45,99993628;Панельный
3450;13;Калининский;7199000;157873;45,59994426;Панельный
3451;21;Красносельский;8700000;170588;51,00007034;Панельный
3452;19;Красногвардейский;6800000;148796;45,70015323;Панельный
