flats;metro_distances;districts;prices;prices_per_meter;meters;materials
252;12;Адмиралтейский;12500000;174581;71,60000229;Кирпичный
253;10;Центральный;7650000;139854;54,69990133;Кирпичный
254;3;Адмиралтейский;9750000;216667;44,99993077;Кирпичный
255;12;Адмиралтейский;16000000;293040;54,6000546;Кирпичный
256;11;Московский;16500000;210459;78,40006842;Кирпичный
257;20;Выборгский;9500000;175926;53,99997726;Кирпичный
258;12;Выборгский;7800000;159184;48,99989949;Кирпичный
259;5;Адмиралтейский;15900000;239819;66,30000125;Кирпичный
260;8;Центральный;16000000;228245;70,10011172;Кирпичный
261;18;Петроградский;25000000;396197;63,09992251;Кирпичный
262;72;Пушкинский;5200000;167742;30,99998808;Кирпичный
263;20;Василеостровский;11499500;220720;52,09994563;Кирпичный
264;15;Кировский;8300000;159923;51,89997686;Кирпичный
265;60;Пушкинский;10500000;150215;69,89981027;Кирпичный
266;10;Выборгский;10400000;161742;64,29993446;Кирпичный
267;81;Петродворцовый;8500000;160377;53,00011847;Кирпичный
268;7;Василеостровский;11900000;152956;77,80015168;Кирпичный
269;17;Василеостровский;35453340;283400;125,1;Кирпичный
270;20;Адмиралтейский;11990000;173517;69,09985765;Кирпичный
271;5;Центральный;16500000;243363;67,79995316;Кирпичный
272;8;Приморский;14600000;155983;93,59994358;Кирпичный
273;90;Колпинский;4350000;102837;42,29995041;Кирпичный
274;5;Приморский;14250000;254464;56,00006288;Кирпичный
275;10;Центральный;11100000;188776;58,79984744;Кирпичный
276;108;Ленинградская область;3750000;87822;42,70000683;Кирпичный
277;9;Московский;8200000;182222;45,00005488;Кирпичный
278;30;Калининский;11349000;190101;59,69984377;Кирпичный
279;45;Выборгский;6750000;142706;47,30004345;Кирпичный
280;10;Центральный;27500000;410448;66,99996102;Кирпичный
281;45;Красногвардейский;10300000;194340;52,99989709;Кирпичный
282;7;Центральный;14200000;197222;72,00008113;Кирпичный
283;21;Выборгский;13100000;179452;73,00002229;Кирпичный
284;18;Невский;9000000;141509;63,60019504;Кирпичный
285;9;Калининский;14450000;233065;61,99987128;Кирпичный
286;20;Выборгский;14700000;231861;63,40005434;Кирпичный
287;120;Кронштадтский;6600000;88949;74,19982237;Кирпичный
288;7;Московский;9300000;173507;53,60014293;Кирпичный
289;15;Адмиралтейский;10500000;153061;68,60010061;Кирпичный
290;15;Калининский;8400000;152727;55,00009821;Кирпичный
291;5;Центральный;16400000;279863;58,60010076;Кирпичный
